,time,housing_price,rental_price,inflation_rate,median_house_value,median_tax_paid,property_tax_rate,median_age_homebuyers,housing_starts,interest_rate,mortgage_rate,mortgage_to_income_rate,work_home_rate
632,02/2012,164701.0,258.184,228.034,,,,,704.0,0.1,3.87,,
630,02/2012,164701.0,258.184,228.034,,,,,704.0,0.1,3.87,,
631,02/2012,164701.0,258.184,228.034,,,,,704.0,0.1,3.87,,
685,02/2013,171714.0,265.256,232.569,,,,,962.0,0.15,3.56,,
686,02/2013,171714.0,265.256,232.569,,,,,962.0,0.15,3.51,,
684,02/2013,171714.0,265.256,232.569,,,,,962.0,0.15,3.53,,
683,02/2013,171714.0,265.256,232.569,,,,,962.0,0.15,3.53,,
737,02/2014,186193.0,272.733,236.185,,,,,944.0,0.07,4.33,,
736,02/2014,186193.0,272.733,236.185,,,,,944.0,0.07,4.28,,
735,02/2014,186193.0,272.733,236.185,,,,,944.0,0.07,4.23,,
738,02/2014,186193.0,272.733,236.185,,,,,944.0,0.07,4.37,,
787,02/2015,193953.0,282.389,240.172,,,,,886.0,0.11,3.59,,
788,02/2015,193953.0,282.389,240.172,,,,,886.0,0.11,3.69,,
789,02/2015,193953.0,282.389,240.172,,,,,886.0,0.11,3.76,,
790,02/2015,193953.0,282.389,240.172,,,,,886.0,0.11,3.8,,
840,02/2016,204114.0,292.777,245.51,,,,,1225.0,0.38,3.65,,
842,02/2016,204114.0,292.777,245.51,,,,,1225.0,0.38,3.62,,
839,02/2016,204114.0,292.777,245.51,,,,,1225.0,0.38,3.72,,
841,02/2016,204114.0,292.777,245.51,,,,,1225.0,0.38,3.65,,
891,02/2017,215930.0,304.211,250.998,,,,,1271.0,0.66,4.19,,
894,02/2017,215930.0,304.211,250.998,,,,,1271.0,0.66,4.16,,
892,02/2017,215930.0,304.211,250.998,,,,,1271.0,0.66,4.17,,
893,02/2017,215930.0,304.211,250.998,,,,,1271.0,0.66,4.15,,
946,02/2018,230309.0,315.277,255.568,,,,,1279.0,1.42,4.4,,
944,02/2018,230309.0,315.277,255.568,,,,,1279.0,1.42,4.32,,
943,02/2018,230309.0,315.277,255.568,,,,,1279.0,1.42,4.22,,
945,02/2018,230309.0,315.277,255.568,,,,,1279.0,1.42,4.38,,
996,02/2019,243284.0,326.351,260.885,,,,,1129.0,2.4,4.41,,
997,02/2019,243284.0,326.351,260.885,,,,,1129.0,2.4,4.37,,
998,02/2019,243284.0,326.351,260.885,,,,,1129.0,2.4,4.35,,
999,02/2019,243284.0,326.351,260.885,,,,,1129.0,2.4,4.35,,
1048,02/2020,252267.0,338.616,267.083,,,,,1571.0,1.58,3.45,,
1049,02/2020,252267.0,338.616,267.083,,,,,1571.0,1.58,3.47,,
1050,02/2020,252267.0,338.616,267.083,,,,,1571.0,1.58,3.49,,
1051,02/2020,252267.0,338.616,267.083,,,,,1571.0,1.58,3.45,,
1100,02/2021,277558.0,345.242,270.522,,,,,1430.0,0.08,2.73,,24.8
1101,02/2021,277558.0,345.242,270.522,,,,,1430.0,0.08,2.73,,24.8
1102,02/2021,277558.0,345.242,270.522,,,,,1430.0,0.08,2.81,,24.8
1103,02/2021,277558.0,345.242,270.522,,,,,1430.0,0.08,2.97,,24.8
1155,02/2022,333926.0,359.627,287.878,,,,,1777.0,0.08,3.89,,14.5
1154,02/2022,333926.0,359.627,287.878,,,,,1777.0,0.08,3.92,,14.5
1153,02/2022,333926.0,359.627,287.878,,,,,1777.0,0.08,3.69,,14.5
1152,02/2022,333926.0,359.627,287.878,,,,,1777.0,0.08,3.55,,14.5
1179,03/1980,,78.8,78.6,,,,,1047.0,17.19,15.4,,
1178,03/1980,,78.8,78.6,,,,,1047.0,17.19,14.0,,
1180,03/1980,,78.8,78.6,,,,,1047.0,17.19,15.7,,
1181,03/1980,,78.8,78.6,,,,,1047.0,17.19,16.03,,
1233,03/1981,,85.8,86.4,,,,,1306.0,14.7,15.4,,
1232,03/1981,,85.8,86.4,,,,,1306.0,14.7,15.4,,
1231,03/1981,,85.8,86.4,,,,,1306.0,14.7,15.4,,
1230,03/1981,,85.8,86.4,,,,,1306.0,14.7,15.4,,
1283,03/1982,,92.8,93.9,,,,,931.0,14.68,17.19,,
1284,03/1982,,92.8,93.9,,,,,931.0,14.68,17.12,,
1285,03/1982,,92.8,93.9,,,,,931.0,14.68,17.04,,
1282,03/1982,,92.8,93.9,,,,,931.0,14.68,17.29,,
1337,03/1983,,98.7,98.2,,,,,1606.0,8.77,12.86,,
1335,03/1983,,98.7,98.2,,,,,1606.0,8.77,12.79,,
1334,03/1983,,98.7,98.2,,,,,1606.0,8.77,12.74,,
1336,03/1983,,98.7,98.2,,,,,1606.0,8.77,12.81,,
1390,03/1984,,103.4,103.2,,,,,1663.0,9.91,13.55,,
1386,03/1984,,103.4,103.2,,,,,1663.0,9.91,13.23,,
1387,03/1984,,103.4,103.2,,,,,1663.0,9.91,13.3,,
1388,03/1984,,103.4,103.2,,,,,1663.0,9.91,13.37,,
1389,03/1984,,103.4,103.2,,,,,1663.0,9.91,13.48,,
1438,03/1985,,109.5,108.1,,,,,1800.0,8.58,13.02,,
1440,03/1985,,109.5,108.1,,,,,1800.0,8.58,13.2,,
1442,03/1985,,109.5,108.1,,,,,1800.0,8.58,13.29,,
1441,03/1985,,109.5,108.1,,,,,1800.0,8.58,13.24,,
1439,03/1985,,109.5,108.1,,,,,1800.0,8.58,13.1,,
1494,03/1986,,116.2,112.5,,,,,1876.0,7.48,10.1,,
1491,03/1986,,116.2,112.5,,,,,1876.0,7.48,10.2,,
1493,03/1986,,116.2,112.5,,,,,1876.0,7.48,10.01,,
1492,03/1986,,116.2,112.5,,,,,1876.0,7.48,10.01,,
1543,03/1987,,121.8,116.6,,,,,1726.0,6.13,9.03,,
1546,03/1987,,121.8,116.6,,,,,1726.0,6.13,9.03,,
1545,03/1987,,121.8,116.6,,,,,1726.0,6.13,9.03,,
1544,03/1987,,121.8,116.6,,,,,1726.0,6.13,9.05,,
1596,03/1988,,126.4,121.7,,,,,1532.0,6.58,9.96,,
1597,03/1988,,126.4,121.7,,,,,1532.0,6.58,9.92,,
1595,03/1988,,126.4,121.7,,,,,1532.0,6.58,9.85,,
1598,03/1988,,126.4,121.7,,,,,1532.0,6.58,9.99,,
1649,03/1989,,131.1,127.4,,,,,1422.0,9.85,10.98,,
1647,03/1989,,131.1,127.4,,,,,1422.0,9.85,10.91,,
1651,03/1989,,131.1,127.4,,,,,1422.0,9.85,11.19,,
1648,03/1989,,131.1,127.4,,,,,1422.0,9.85,10.86,,
1650,03/1989,,131.1,127.4,,,,,1422.0,9.85,11.22,,
1700,03/1990,,136.5,133.5,,,,,1289.0,8.28,10.29,,
1703,03/1990,,136.5,133.5,,,,,1289.0,8.28,10.22,,
1699,03/1990,,136.5,133.5,,,,,1289.0,8.28,10.23,,
1702,03/1990,,136.5,133.5,,,,,1289.0,8.28,10.26,,
1701,03/1990,,136.5,133.5,,,,,1289.0,8.28,10.34,,
1754,03/1991,,142.0,140.5,,,,,921.0,6.12,9.59,,
1755,03/1991,,142.0,140.5,,,,,921.0,6.12,9.52,,
1752,03/1991,,142.0,140.5,,,,,921.0,6.12,9.49,,
1753,03/1991,,142.0,140.5,,,,,921.0,6.12,9.5,,
1751,03/1991,,142.0,140.5,,,,,921.0,6.12,9.4,,
1805,03/1992,,146.4,145.9,,,,,1297.0,3.98,8.88,,
1804,03/1992,,146.4,145.9,,,,,1297.0,3.98,8.85,,
1807,03/1992,,146.4,145.9,,,,,1297.0,3.98,8.98,,
1806,03/1992,,146.4,145.9,,,,,1297.0,3.98,9.03,,
1857,03/1993,,149.1,150.8,,,,,1083.0,3.07,7.47,,
1858,03/1993,,149.1,150.8,,,,,1083.0,3.07,7.57,,
1859,03/1993,,149.1,150.8,,,,,1083.0,3.07,7.5,,
1856,03/1993,,149.1,150.8,,,,,1083.0,3.07,7.44,,
1908,03/1994,,153.2,155.3,,,,,1564.0,3.34,7.51,,
1909,03/1994,,153.2,155.3,,,,,1564.0,3.34,7.63,,
1911,03/1994,,153.2,155.3,,,,,1564.0,3.34,7.8,,
1910,03/1994,,153.2,155.3,,,,,1564.0,3.34,7.76,,
1962,03/1995,,156.7,159.9,,,,,1249.0,5.98,8.38,,
1961,03/1995,,156.7,159.9,,,,,1249.0,5.98,8.62,,
1963,03/1995,,156.7,159.9,,,,,1249.0,5.98,8.4,,
1964,03/1995,,156.7,159.9,,,,,1249.0,5.98,8.38,,
1960,03/1995,,156.7,159.9,,,,,1249.0,5.98,8.53,,
2015,03/1996,,160.6,164.4,,,,,1424.0,5.31,7.81,,
2013,03/1996,,160.6,164.4,,,,,1424.0,5.31,7.38,,
2014,03/1996,,160.6,164.4,,,,,1424.0,5.31,7.83,,
2012,03/1996,,160.6,164.4,,,,,1424.0,5.31,7.41,,
2016,03/1996,,160.6,164.4,,,,,1424.0,5.31,7.69,,
2065,03/1997,,165.1,168.4,,,,,1457.0,5.39,7.84,,
2066,03/1997,,165.1,168.4,,,,,1457.0,5.39,7.84,,
2067,03/1997,,165.1,168.4,,,,,1457.0,5.39,7.94,,
2068,03/1997,,165.1,168.4,,,,,1457.0,5.39,7.97,,
2118,03/1998,,170.3,172.2,,,,,1567.0,5.49,7.16,,
2119,03/1998,,170.3,172.2,,,,,1567.0,5.49,7.08,,
2117,03/1998,,170.3,172.2,,,,,1567.0,5.49,7.19,,
2120,03/1998,,170.3,172.2,,,,,1567.0,5.49,7.08,,
2170,03/1999,,176.0,175.7,,,,,1710.0,4.81,7.11,,
2171,03/1999,,176.0,175.7,,,,,1710.0,4.81,7.01,,
2172,03/1999,,176.0,175.7,,,,,1710.0,4.81,6.98,,
2169,03/1999,,176.0,175.7,,,,,1710.0,4.81,7.06,,
8,03/2000,129108.0,182.0,180.0,,,,,1604.0,5.85,8.27,,
12,03/2000,129108.0,182.0,180.0,,,,,1604.0,5.85,8.23,,
11,03/2000,129108.0,182.0,180.0,,,,,1604.0,5.85,8.23,,
10,03/2000,129108.0,182.0,180.0,,,,,1604.0,5.85,8.24,,
9,03/2000,129108.0,182.0,180.0,,,,,1604.0,5.85,8.23,,
64,03/2001,138604.0,189.6,184.7,,,,,1590.0,5.31,6.91,,
63,03/2001,138604.0,189.6,184.7,,,,,1590.0,5.31,6.89,,
60,03/2001,138604.0,189.6,184.7,,,,,1590.0,5.31,7.03,,
61,03/2001,138604.0,189.6,184.7,,,,,1590.0,5.31,6.97,,
62,03/2001,138604.0,189.6,184.7,,,,,1590.0,5.31,6.96,,
114,03/2002,148034.0,198.2,189.2,,,,,1642.0,1.73,7.08,,
116,03/2002,148034.0,198.2,189.2,,,,,1642.0,1.73,7.18,,
115,03/2002,148034.0,198.2,189.2,,,,,1642.0,1.73,7.14,,
112,03/2002,148034.0,198.2,189.2,,,,,1642.0,1.73,6.8,,
113,03/2002,148034.0,198.2,189.2,,,,,1642.0,1.73,6.87,,
165,03/2003,158936.0,204.1,192.5,,,,,1726.0,1.25,5.67,,
166,03/2003,158936.0,204.1,192.5,,,,,1726.0,1.25,5.61,,
167,03/2003,158936.0,204.1,192.5,,,,,1726.0,1.25,5.79,,
168,03/2003,158936.0,204.1,192.5,,,,,1726.0,1.25,5.91,,
217,03/2004,172157.0,209.2,195.5,,,,,1998.0,1.0,5.59,,
218,03/2004,172157.0,209.2,195.5,,,,,1998.0,1.0,5.41,,
219,03/2004,172157.0,209.2,195.5,,,,,1998.0,1.0,5.38,,
220,03/2004,172157.0,209.2,195.5,,,,,1998.0,1.0,5.4,,
272,03/2005,191717.0,215.5,200.1,,,,,1864.0,2.63,6.01,,
273,03/2005,191717.0,215.5,200.1,,,,,1864.0,2.63,6.04,,
269,03/2005,191717.0,215.5,200.1,,,,,1864.0,2.63,5.79,,
271,03/2005,191717.0,215.5,200.1,,,,,1864.0,2.63,5.95,,
270,03/2005,191717.0,215.5,200.1,,,,,1864.0,2.63,5.85,,
324,03/2006,212601.0,222.3,204.3,,,,,1969.0,4.59,6.32,,
321,03/2006,212601.0,222.3,204.3,,,,,1969.0,4.59,6.24,,
325,03/2006,212601.0,222.3,204.3,,,,,1969.0,4.59,6.35,,
322,03/2006,212601.0,222.3,204.3,,,,,1969.0,4.59,6.37,,
323,03/2006,212601.0,222.3,204.3,,,,,1969.0,4.59,6.34,,
377,03/2007,218532.0,232.495,209.418,,,,,1495.0,5.26,6.16,,
374,03/2007,218532.0,232.495,209.418,,,,,1495.0,5.26,6.14,,
376,03/2007,218532.0,232.495,209.418,,,,,1495.0,5.26,6.16,,
373,03/2007,218532.0,232.495,209.418,,,,,1495.0,5.26,6.18,,
375,03/2007,218532.0,232.495,209.418,,,,,1495.0,5.26,6.14,,
427,03/2008,208954.0,240.874,214.42,,,,,1005.0,2.61,6.13,,
426,03/2008,208954.0,240.874,214.42,,,,,1005.0,2.61,6.03,,
429,03/2008,208954.0,240.874,214.42,,,,,1005.0,2.61,5.85,,
428,03/2008,208954.0,240.874,214.42,,,,,1005.0,2.61,5.87,,
480,03/2009,187762.0,248.639,218.253,,,,,505.0,0.18,4.98,,
481,03/2009,187762.0,248.639,218.253,,,,,505.0,0.18,4.85,,
479,03/2009,187762.0,248.639,218.253,,,,,505.0,0.18,5.03,,
478,03/2009,187762.0,248.639,218.253,,,,,505.0,0.18,5.15,,
530,03/2010,179495.0,249.089,220.783,,,,,636.0,0.16,4.97,,
531,03/2010,179495.0,249.089,220.783,,,,,636.0,0.16,4.95,,
533,03/2010,179495.0,249.089,220.783,,,,,636.0,0.16,4.99,,
532,03/2010,179495.0,249.089,220.783,,,,,636.0,0.16,4.96,,
585,03/2011,170824.0,252.145,223.454,,,,,600.0,0.14,4.81,,
586,03/2011,170824.0,252.145,223.454,,,,,600.0,0.14,4.86,,
582,03/2011,170824.0,252.145,223.454,,,,,600.0,0.14,4.87,,
583,03/2011,170824.0,252.145,223.454,,,,,600.0,0.14,4.88,,
584,03/2011,170824.0,252.145,223.454,,,,,600.0,0.14,4.76,,
638,03/2012,164872.0,258.569,228.478,,,,,695.0,0.13,3.99,,
637,03/2012,164872.0,258.569,228.478,,,,,695.0,0.13,4.08,,
636,03/2012,164872.0,258.569,228.478,,,,,695.0,0.13,3.92,,
635,03/2012,164872.0,258.569,228.478,,,,,695.0,0.13,3.88,,
634,03/2012,164872.0,258.569,228.478,,,,,695.0,0.13,3.9,,
688,03/2013,172966.0,265.821,232.794,,,,,1010.0,0.14,3.63,,
687,03/2013,172966.0,265.821,232.794,,,,,1010.0,0.14,3.52,,
690,03/2013,172966.0,265.821,232.794,,,,,1010.0,0.14,3.57,,
689,03/2013,172966.0,265.821,232.794,,,,,1010.0,0.14,3.54,,
739,03/2014,187072.0,273.486,236.625,,,,,970.0,0.08,4.28,,
740,03/2014,187072.0,273.486,236.625,,,,,970.0,0.08,4.37,,
741,03/2014,187072.0,273.486,236.625,,,,,970.0,0.08,4.32,,
742,03/2014,187072.0,273.486,236.625,,,,,970.0,0.08,4.4,,
794,03/2015,194865.0,283.13,240.755,,,,,960.0,0.11,3.69,,
793,03/2015,194865.0,283.13,240.755,,,,,960.0,0.11,3.78,,
791,03/2015,194865.0,283.13,240.755,,,,,960.0,0.11,3.75,,
792,03/2015,194865.0,283.13,240.755,,,,,960.0,0.11,3.86,,
847,03/2016,205042.0,293.489,245.913,,,,,1111.0,0.36,3.71,,
846,03/2016,205042.0,293.489,245.913,,,,,1111.0,0.36,3.71,,
845,03/2016,205042.0,293.489,245.913,,,,,1111.0,0.36,3.73,,
844,03/2016,205042.0,293.489,245.913,,,,,1111.0,0.36,3.68,,
843,03/2016,205042.0,293.489,245.913,,,,,1111.0,0.36,3.64,,
895,03/2017,217103.0,304.868,250.944,,,,,1190.0,0.79,4.1,,
896,03/2017,217103.0,304.868,250.944,,,,,1190.0,0.79,4.21,,
897,03/2017,217103.0,304.868,250.944,,,,,1190.0,0.79,4.3,,
898,03/2017,217103.0,304.868,250.944,,,,,1190.0,0.79,4.23,,
899,03/2017,217103.0,304.868,250.944,,,,,1190.0,0.79,4.14,,
951,03/2018,231653.0,315.883,256.128,,,,,1324.0,1.51,4.44,,
947,03/2018,231653.0,315.883,256.128,,,,,1324.0,1.51,4.43,,
949,03/2018,231653.0,315.883,256.128,,,,,1324.0,1.51,4.44,,
950,03/2018,231653.0,315.883,256.128,,,,,1324.0,1.51,4.45,,
948,03/2018,231653.0,315.883,256.128,,,,,1324.0,1.51,4.46,,
1003,03/2019,244100.0,327.513,261.382,,,,,1200.0,2.41,4.06,,
1002,03/2019,244100.0,327.513,261.382,,,,,1200.0,2.41,4.28,,
1000,03/2019,244100.0,327.513,261.382,,,,,1200.0,2.41,4.41,,
1001,03/2019,244100.0,327.513,261.382,,,,,1200.0,2.41,4.31,,
1055,03/2020,253564.0,339.519,266.916,,,,,1270.0,0.65,3.5,,
1053,03/2020,253564.0,339.519,266.916,,,,,1270.0,0.65,3.36,,
1052,03/2020,253564.0,339.519,266.916,,,,,1270.0,0.65,3.29,,
1054,03/2020,253564.0,339.519,266.916,,,,,1270.0,0.65,3.65,,
1105,03/2021,281248.0,345.717,271.347,,,,,1711.0,0.07,3.05,,22.9
1106,03/2021,281248.0,345.717,271.347,,,,,1711.0,0.07,3.09,,22.9
1107,03/2021,281248.0,345.717,271.347,,,,,1711.0,0.07,3.17,,22.9
1104,03/2021,281248.0,345.717,271.347,,,,,1711.0,0.07,3.02,,22.9
1157,03/2022,339207.0,361.083,288.811,,,,,1716.0,0.2,3.85,,11.2
1160,03/2022,339207.0,361.083,288.811,,,,,1716.0,0.2,4.67,,11.2
1159,03/2022,339207.0,361.083,288.811,,,,,1716.0,0.2,4.42,,11.2
1158,03/2022,339207.0,361.083,288.811,,,,,1716.0,0.2,4.16,,11.2
1156,03/2022,339207.0,361.083,288.811,,,,,1716.0,0.2,3.76,,11.2
1182,04/1980,,79.0,79.5,,,,,1051.0,17.61,16.35,4.484928,
1185,04/1980,,79.0,79.5,,,,,1051.0,17.61,16.25,4.484928,
1184,04/1980,,79.0,79.5,,,,,1051.0,17.61,16.35,4.484928,
1183,04/1980,,79.0,79.5,,,,,1051.0,17.61,16.35,4.484928,
1234,04/1981,,86.3,87.0,,,,,1360.0,15.72,15.4,4.723624,
1237,04/1981,,86.3,87.0,,,,,1360.0,15.72,15.77,4.723624,
1236,04/1981,,86.3,87.0,,,,,1360.0,15.72,15.65,4.723624,
1235,04/1981,,86.3,87.0,,,,,1360.0,15.72,15.5,4.723624,
1290,04/1982,,93.0,94.7,,,,,917.0,14.94,16.81,4.930689,
1286,04/1982,,93.0,94.7,,,,,917.0,14.94,16.95,4.930689,
1287,04/1982,,93.0,94.7,,,,,917.0,14.94,16.91,4.930689,
1288,04/1982,,93.0,94.7,,,,,917.0,14.94,16.93,4.930689,
1289,04/1982,,93.0,94.7,,,,,917.0,14.94,16.86,4.930689,
1338,04/1983,,99.1,98.6,,,,,1472.0,8.8,12.82,4.850596,
1339,04/1983,,99.1,98.6,,,,,1472.0,8.8,12.82,4.850596,
1340,04/1983,,99.1,98.6,,,,,1472.0,8.8,12.79,4.850596,
1342,04/1983,,99.1,98.6,,,,,1472.0,8.8,12.73,4.850596,
1341,04/1983,,99.1,98.6,,,,,1472.0,8.8,12.75,4.850596,
1391,04/1984,,104.1,103.7,,,,,1851.0,10.29,13.63,4.934267,
1392,04/1984,,104.1,103.7,,,,,1851.0,10.29,13.58,4.934267,
1393,04/1984,,104.1,103.7,,,,,1851.0,10.29,13.67,4.934267,
1394,04/1984,,104.1,103.7,,,,,1851.0,10.29,13.73,4.934267,
1446,04/1985,,110.0,108.4,,,,,1821.0,8.27,13.12,5.281076,
1445,04/1985,,110.0,108.4,,,,,1821.0,8.27,13.16,5.281076,
1444,04/1985,,110.0,108.4,,,,,1821.0,8.27,13.23,5.281076,
1443,04/1985,,110.0,108.4,,,,,1821.0,8.27,13.27,5.281076,
1497,04/1986,,117.4,112.9,,,,,1933.0,6.99,9.92,5.542903,
1496,04/1986,,117.4,112.9,,,,,1933.0,6.99,9.98,5.542903,
1495,04/1986,,117.4,112.9,,,,,1933.0,6.99,9.99,5.542903,
1498,04/1986,,117.4,112.9,,,,,1933.0,6.99,9.86,5.542903,
1550,04/1987,,122.0,117.3,,,,,1614.0,6.37,10.37,5.823345,
1548,04/1987,,122.0,117.3,,,,,1614.0,6.37,9.43,5.823345,
1547,04/1987,,122.0,117.3,,,,,1614.0,6.37,9.26,5.823345,
1549,04/1987,,122.0,117.3,,,,,1614.0,6.37,10.27,5.823345,
1603,04/1988,,126.6,122.3,,,,,1573.0,6.87,10.28,5.767063,
1599,04/1988,,126.6,122.3,,,,,1573.0,6.87,10.05,5.767063,
1600,04/1988,,126.6,122.3,,,,,1573.0,6.87,10.19,5.767063,
1601,04/1988,,126.6,122.3,,,,,1573.0,6.87,10.19,5.767063,
1602,04/1988,,126.6,122.3,,,,,1573.0,6.87,10.3,5.767063,
1654,04/1989,,131.4,127.8,,,,,1339.0,9.84,10.99,5.859422,
1653,04/1989,,131.4,127.8,,,,,1339.0,9.84,11.11,5.859422,
1652,04/1989,,131.4,127.8,,,,,1339.0,9.84,11.07,5.859422,
1655,04/1989,,131.4,127.8,,,,,1339.0,9.84,11.03,5.859422,
1707,04/1990,,137.0,134.0,,,,,1248.0,8.26,10.56,6.06,
1705,04/1990,,137.0,134.0,,,,,1248.0,8.26,10.25,6.06,
1706,04/1990,,137.0,134.0,,,,,1248.0,8.26,10.41,6.06,
1704,04/1990,,137.0,134.0,,,,,1248.0,8.26,10.26,6.06,
1759,04/1991,,142.5,140.9,,,,,1001.0,5.91,9.53,6.195692,
1757,04/1991,,142.5,140.9,,,,,1001.0,5.91,9.48,6.195692,
1756,04/1991,,142.5,140.9,,,,,1001.0,5.91,9.49,6.195692,
1758,04/1991,,142.5,140.9,,,,,1001.0,5.91,9.47,6.195692,
1809,04/1992,,146.2,146.3,,,,,1099.0,3.73,8.84,5.906447,
1810,04/1992,,146.2,146.3,,,,,1099.0,3.73,8.76,5.906447,
1811,04/1992,,146.2,146.3,,,,,1099.0,3.73,8.85,5.906447,
1808,04/1992,,146.2,146.3,,,,,1099.0,3.73,8.96,5.906447,
1864,04/1993,,149.7,151.4,,,,,1258.0,2.96,7.43,5.705527,
1863,04/1993,,149.7,151.4,,,,,1258.0,2.96,7.38,5.705527,
1862,04/1993,,149.7,151.4,,,,,1258.0,2.96,7.45,5.705527,
1860,04/1993,,149.7,151.4,,,,,1258.0,2.96,7.53,5.705527,
1861,04/1993,,149.7,151.4,,,,,1258.0,2.96,7.57,5.705527,
1913,04/1994,,153.3,155.5,,,,,1465.0,3.56,8.47,5.528256,
1912,04/1994,,153.3,155.5,,,,,1465.0,3.56,8.04,5.528256,
1916,04/1994,,153.3,155.5,,,,,1465.0,3.56,8.32,5.528256,
1915,04/1994,,153.3,155.5,,,,,1465.0,3.56,8.49,5.528256,
1914,04/1994,,153.3,155.5,,,,,1465.0,3.56,8.26,5.528256,
1968,04/1995,,157.0,160.4,,,,,1267.0,6.05,8.26,5.686069,
1966,04/1995,,157.0,160.4,,,,,1267.0,6.05,8.37,5.686069,
1965,04/1995,,157.0,160.4,,,,,1267.0,6.05,8.41,5.686069,
1967,04/1995,,157.0,160.4,,,,,1267.0,6.05,8.24,5.686069,
2017,04/1996,,160.9,164.6,,,,,1516.0,5.22,7.78,5.59455,
2019,04/1996,,160.9,164.6,,,,,1516.0,5.22,7.95,5.59455,
2018,04/1996,,160.9,164.6,,,,,1516.0,5.22,8.05,5.59455,
2020,04/1996,,160.9,164.6,,,,,1516.0,5.22,7.92,5.59455,
2070,04/1997,,165.5,168.9,,,,,1492.0,5.51,8.15,5.625504,
2072,04/1997,,165.5,168.9,,,,,1492.0,5.51,8.08,5.625504,
2071,04/1997,,165.5,168.9,,,,,1492.0,5.51,8.16,5.625504,
2069,04/1997,,165.5,168.9,,,,,1492.0,5.51,8.18,5.625504,
2121,04/1998,,170.7,172.5,,,,,1540.0,5.45,7.15,5.49407,
2122,04/1998,,170.7,172.5,,,,,1540.0,5.45,7.09,5.49407,
2123,04/1998,,170.7,172.5,,,,,1540.0,5.45,7.17,5.49407,
2124,04/1998,,170.7,172.5,,,,,1540.0,5.45,7.15,5.49407,
2173,04/1999,,176.4,176.3,,,,,1553.0,4.74,6.98,5.523223,
2174,04/1999,,176.4,176.3,,,,,1553.0,4.74,6.92,5.523223,
2175,04/1999,,176.4,176.3,,,,,1553.0,4.74,6.87,5.523223,
2177,04/1999,,176.4,176.3,,,,,1553.0,4.74,6.93,5.523223,
2176,04/1999,,176.4,176.3,,,,,1553.0,4.74,6.88,5.523223,
16,04/2000,129852.0,182.3,180.3,,,,,1626.0,6.02,8.13,5.620703,
15,04/2000,129852.0,182.3,180.3,,,,,1626.0,6.02,8.16,5.620703,
13,04/2000,129852.0,182.3,180.3,,,,,1626.0,6.02,8.2,5.620703,
14,04/2000,129852.0,182.3,180.3,,,,,1626.0,6.02,8.12,5.620703,
65,04/2001,139408.0,190.2,185.1,,,,,1649.0,4.8,7.01,5.775652,
67,04/2001,139408.0,190.2,185.1,,,,,1649.0,4.8,7.14,5.775652,
68,04/2001,139408.0,190.2,185.1,,,,,1649.0,4.8,7.12,5.775652,
66,04/2001,139408.0,190.2,185.1,,,,,1649.0,4.8,7.04,5.775652,
120,04/2002,148819.0,198.5,189.7,,,,,1592.0,1.75,6.88,5.775532,
119,04/2002,148819.0,198.5,189.7,,,,,1592.0,1.75,6.94,5.775532,
117,04/2002,148819.0,198.5,189.7,,,,,1592.0,1.75,7.13,5.775532,
118,04/2002,148819.0,198.5,189.7,,,,,1592.0,1.75,6.99,5.775532,
169,04/2003,159896.0,204.5,192.5,,,,,1643.0,1.26,5.79,5.841388,
170,04/2003,159896.0,204.5,192.5,,,,,1643.0,1.26,5.85,5.841388,
171,04/2003,159896.0,204.5,192.5,,,,,1643.0,1.26,5.82,5.841388,
172,04/2003,159896.0,204.5,192.5,,,,,1643.0,1.26,5.79,5.841388,
223,04/2004,173594.0,209.7,195.9,,,,,2003.0,1.0,5.89,5.834537,
224,04/2004,173594.0,209.7,195.9,,,,,2003.0,1.0,5.94,5.834537,
222,04/2004,173594.0,209.7,195.9,,,,,2003.0,1.0,5.79,5.834537,
225,04/2004,173594.0,209.7,195.9,,,,,2003.0,1.0,6.01,5.834537,
221,04/2004,173594.0,209.7,195.9,,,,,2003.0,1.0,5.52,5.834537,
275,04/2005,193635.0,216.0,200.2,,,,,2061.0,2.79,5.91,6.284713,
276,04/2005,193635.0,216.0,200.2,,,,,2061.0,2.79,5.8,6.284713,
274,04/2005,193635.0,216.0,200.2,,,,,2061.0,2.79,5.93,6.284713,
277,04/2005,193635.0,216.0,200.2,,,,,2061.0,2.79,5.78,6.284713,
328,04/2006,213980.0,222.9,204.8,,,,,1821.0,4.79,6.53,6.694844,
327,04/2006,213980.0,222.9,204.8,,,,,1821.0,4.79,6.49,6.694844,
326,04/2006,213980.0,222.9,204.8,,,,,1821.0,4.79,6.43,6.694844,
329,04/2006,213980.0,222.9,204.8,,,,,1821.0,4.79,6.58,6.694844,
378,04/2007,218549.0,232.98,209.747,,,,,1490.0,5.25,6.17,7.012782,
381,04/2007,218549.0,232.98,209.747,,,,,1490.0,5.25,6.16,7.012782,
380,04/2007,218549.0,232.98,209.747,,,,,1490.0,5.25,6.17,7.012782,
379,04/2007,218549.0,232.98,209.747,,,,,1490.0,5.25,6.22,7.012782,
430,04/2008,207372.0,241.474,214.56,,,,,1013.0,2.28,5.88,6.929816,
433,04/2008,207372.0,241.474,214.56,,,,,1013.0,2.28,6.03,6.929816,
432,04/2008,207372.0,241.474,214.56,,,,,1013.0,2.28,5.88,6.929816,
