,time,housing_price,rental_price,inflation_rate,median_house_value,median_tax_paid,property_tax_rate,median_age_homebuyers,housing_starts,interest_rate,mortgage_rate,mortgage_to_income_rate,work_home_rate
285,06/2005,197712.0,216.8,200.6,,,,,2068.0,3.04,5.57,,
334,06/2006,216398.0,224.4,205.9,,,,,1802.0,4.99,6.67,,
335,06/2006,216398.0,224.4,205.9,,,,,1802.0,4.99,6.62,,
337,06/2006,216398.0,224.4,205.9,,,,,1802.0,4.99,6.71,,
338,06/2006,216398.0,224.4,205.9,,,,,1802.0,4.99,6.78,,
336,06/2006,216398.0,224.4,205.9,,,,,1802.0,4.99,6.63,,
389,06/2007,218036.0,234.071,210.392,,,,,1448.0,5.25,6.69,,
388,06/2007,218036.0,234.071,210.392,,,,,1448.0,5.25,6.74,,
390,06/2007,218036.0,234.071,210.392,,,,,1448.0,5.25,6.67,,
387,06/2007,218036.0,234.071,210.392,,,,,1448.0,5.25,6.53,,
440,06/2008,204090.0,242.64,215.424,,,,,1046.0,2.0,6.32,,
441,06/2008,204090.0,242.64,215.424,,,,,1046.0,2.0,6.42,,
442,06/2008,204090.0,242.64,215.424,,,,,1046.0,2.0,6.45,,
439,06/2008,204090.0,242.64,215.424,,,,,1046.0,2.0,6.09,,
492,06/2009,183976.0,249.092,219.112,,,,,585.0,0.21,5.59,,
491,06/2009,183976.0,249.092,219.112,,,,,585.0,0.21,5.29,,
494,06/2009,183976.0,249.092,219.112,,,,,585.0,0.21,5.42,,
493,06/2009,183976.0,249.092,219.112,,,,,585.0,0.21,5.38,,
543,06/2010,179521.0,248.999,221.194,,,,,536.0,0.18,4.79,,
546,06/2010,179521.0,248.999,221.194,,,,,536.0,0.18,4.69,,
545,06/2010,179521.0,248.999,221.194,,,,,536.0,0.18,4.75,,
544,06/2010,179521.0,248.999,221.194,,,,,536.0,0.18,4.72,,
595,06/2011,168224.0,252.592,224.697,,,,,608.0,0.09,4.55,,
599,06/2011,168224.0,252.592,224.697,,,,,608.0,0.09,4.51,,
597,06/2011,168224.0,252.592,224.697,,,,,608.0,0.09,4.5,,
598,06/2011,168224.0,252.592,224.697,,,,,608.0,0.09,4.5,,
596,06/2011,168224.0,252.592,224.697,,,,,608.0,0.09,4.49,,
648,06/2012,166134.0,259.407,229.623,,,,,757.0,0.16,3.67,,
649,06/2012,166134.0,259.407,229.623,,,,,757.0,0.16,3.71,,
650,06/2012,166134.0,259.407,229.623,,,,,757.0,0.16,3.66,,
651,06/2012,166134.0,259.407,229.623,,,,,757.0,0.16,3.66,,
703,06/2013,176946.0,266.905,233.35,,,,,839.0,0.09,4.46,,
702,06/2013,176946.0,266.905,233.35,,,,,839.0,0.09,3.93,,
701,06/2013,176946.0,266.905,233.35,,,,,839.0,0.09,3.98,,
700,06/2013,176946.0,266.905,233.35,,,,,839.0,0.09,3.91,,
753,06/2014,189124.0,275.321,237.837,,,,,911.0,0.1,4.2,,
755,06/2014,189124.0,275.321,237.837,,,,,911.0,0.1,4.14,,
752,06/2014,189124.0,275.321,237.837,,,,,911.0,0.1,4.14,,
754,06/2014,189124.0,275.321,237.837,,,,,911.0,0.1,4.17,,
807,06/2015,197566.0,285.031,242.064,,,,,1205.0,0.13,4.02,,
806,06/2015,197566.0,285.031,242.064,,,,,1205.0,0.13,4.0,,
805,06/2015,197566.0,285.031,242.064,,,,,1205.0,0.13,4.04,,
804,06/2015,197566.0,285.031,242.064,,,,,1205.0,0.13,3.87,,
856,06/2016,207985.0,295.902,247.54,,,,,1203.0,0.38,3.66,,
859,06/2016,207985.0,295.902,247.54,,,,,1203.0,0.38,3.56,,
858,06/2016,207985.0,295.902,247.54,,,,,1203.0,0.38,3.54,,
860,06/2016,207985.0,295.902,247.54,,,,,1203.0,0.38,3.48,,
857,06/2016,207985.0,295.902,247.54,,,,,1203.0,0.38,3.6,,
909,06/2017,220705.0,307.314,251.746,,,,,1249.0,1.04,3.89,,
910,06/2017,220705.0,307.314,251.746,,,,,1249.0,1.04,3.91,,
912,06/2017,220705.0,307.314,251.746,,,,,1249.0,1.04,3.88,,
911,06/2017,220705.0,307.314,251.746,,,,,1249.0,1.04,3.9,,
908,06/2017,220705.0,307.314,251.746,,,,,1249.0,1.04,3.94,,
963,06/2018,235334.0,318.318,257.449,,,,,1199.0,1.82,4.57,,
961,06/2018,235334.0,318.318,257.449,,,,,1199.0,1.82,4.54,,
962,06/2018,235334.0,318.318,257.449,,,,,1199.0,1.82,4.62,,
964,06/2018,235334.0,318.318,257.449,,,,,1199.0,1.82,4.55,,
1013,06/2019,246063.0,330.648,262.945,,,,,1235.0,2.38,3.82,,
1014,06/2019,246063.0,330.648,262.945,,,,,1235.0,2.38,3.82,,
1015,06/2019,246063.0,330.648,262.945,,,,,1235.0,2.38,3.84,,
1016,06/2019,246063.0,330.648,262.945,,,,,1235.0,2.38,3.73,,
1067,06/2020,256364.0,341.294,266.088,,,,,1269.0,0.08,3.13,,33.5
1068,06/2020,256364.0,341.294,266.088,,,,,1269.0,0.08,3.13,,33.5
1066,06/2020,256364.0,341.294,266.088,,,,,1269.0,0.08,3.21,,33.5
1065,06/2020,256364.0,341.294,266.088,,,,,1269.0,0.08,3.18,,33.5
1120,06/2021,295475.0,347.833,277.922,,,,,1664.0,0.08,3.02,,16.0
1119,06/2021,295475.0,347.833,277.922,,,,,1664.0,0.08,2.93,,16.0
1118,06/2021,295475.0,347.833,277.922,,,,,1664.0,0.08,2.96,,16.0
1117,06/2021,295475.0,347.833,277.922,,,,,1664.0,0.08,2.99,,16.0
2215,06/2022,,367.927,294.354,,,,,,1.21,5.78,,
2216,06/2022,,367.927,294.354,,,,,,1.21,5.81,,
2217,06/2022,,367.927,294.354,,,,,,1.21,5.7,,
2213,06/2022,,367.927,294.354,,,,,,1.21,5.09,,
2214,06/2022,,367.927,294.354,,,,,,1.21,5.23,,
1198,07/1980,,81.1,80.8,,,,,1269.0,9.03,12.18,4.493386,
1197,07/1980,,81.1,80.8,,,,,1269.0,9.03,12.18,4.493386,
1196,07/1980,,81.1,80.8,,,,,1269.0,9.03,12.23,4.493386,
1195,07/1980,,81.1,80.8,,,,,1269.0,9.03,12.18,4.493386,
1250,07/1981,,87.8,89.8,,,,,1041.0,19.04,16.88,4.720102,
1247,07/1981,,87.8,89.8,,,,,1041.0,19.04,16.64,4.720102,
1248,07/1981,,87.8,89.8,,,,,1041.0,19.04,16.79,4.720102,
1249,07/1981,,87.8,89.8,,,,,1041.0,19.04,16.74,4.720102,
1251,07/1981,,87.8,89.8,,,,,1041.0,19.04,17.11,4.720102,
1300,07/1982,,95.0,96.7,,,,,1166.0,12.59,16.93,4.890362,
1301,07/1982,,95.0,96.7,,,,,1166.0,12.59,16.88,4.890362,
1299,07/1982,,95.0,96.7,,,,,1166.0,12.59,16.87,4.890362,
1302,07/1982,,95.0,96.7,,,,,1166.0,12.59,16.75,4.890362,
1303,07/1982,,95.0,96.7,,,,,1166.0,12.59,16.65,4.890362,
1352,07/1983,,100.2,99.8,,,,,1785.0,9.37,13.3,4.854205,
1353,07/1983,,100.2,99.8,,,,,1785.0,9.37,13.5,4.854205,
1355,07/1983,,100.2,99.8,,,,,1785.0,9.37,13.65,4.854205,
1351,07/1983,,100.2,99.8,,,,,1785.0,9.37,13.08,4.854205,
1354,07/1983,,100.2,99.8,,,,,1785.0,9.37,13.58,4.854205,
1407,07/1984,,105.5,105.0,,,,,1732.0,11.23,14.67,4.972294,
1404,07/1984,,105.5,105.0,,,,,1732.0,11.23,14.66,4.972294,
1405,07/1984,,105.5,105.0,,,,,1732.0,11.23,14.68,4.972294,
1406,07/1984,,105.5,105.0,,,,,1732.0,11.23,14.66,4.972294,
1456,07/1985,,111.9,109.4,,,,,1684.0,7.88,12.13,5.408039,
1459,07/1985,,111.9,109.4,,,,,1684.0,7.88,12.03,5.408039,
1458,07/1985,,111.9,109.4,,,,,1684.0,7.88,11.94,5.408039,
1457,07/1985,,111.9,109.4,,,,,1684.0,7.88,12.03,5.408039,
1510,07/1986,,118.8,113.8,,,,,1782.0,6.56,10.43,5.598595,
1511,07/1986,,118.8,113.8,,,,,1782.0,6.56,10.4,5.598595,
1508,07/1986,,118.8,113.8,,,,,1782.0,6.56,10.61,5.598595,
1509,07/1986,,118.8,113.8,,,,,1782.0,6.56,10.59,5.598595,
1560,07/1987,,123.0,118.3,,,,,1575.0,6.58,10.36,5.789598,
1562,07/1987,,123.0,118.3,,,,,1575.0,6.58,10.23,5.789598,
1561,07/1987,,123.0,118.3,,,,,1575.0,6.58,10.3,5.789598,
1564,07/1987,,123.0,118.3,,,,,1575.0,6.58,10.27,5.789598,
1563,07/1987,,123.0,118.3,,,,,1575.0,6.58,10.23,5.789598,
1614,07/1988,,127.8,123.6,,,,,1467.0,7.75,10.44,5.791636,
1615,07/1988,,127.8,123.6,,,,,1467.0,7.75,10.46,5.791636,
1616,07/1988,,127.8,123.6,,,,,1467.0,7.75,10.49,5.791636,
1612,07/1988,,127.8,123.6,,,,,1467.0,7.75,10.39,5.791636,
1613,07/1988,,127.8,123.6,,,,,1467.0,7.75,10.38,5.791636,
1667,07/1989,,133.0,129.2,,,,,1427.0,9.24,9.87,5.948757,
1665,07/1989,,133.0,129.2,,,,,1427.0,9.24,10.03,5.948757,
1668,07/1989,,133.0,129.2,,,,,1427.0,9.24,9.81,5.948757,
1666,07/1989,,133.0,129.2,,,,,1427.0,9.24,9.82,5.948757,
1720,07/1990,,138.7,135.8,,,,,1171.0,8.15,9.98,6.101873,
1719,07/1990,,138.7,135.8,,,,,1171.0,8.15,9.99,6.101873,
1717,07/1990,,138.7,135.8,,,,,1171.0,8.15,10.06,6.101873,
1718,07/1990,,138.7,135.8,,,,,1171.0,8.15,10.11,6.101873,
1770,07/1991,,143.7,142.3,,,,,1063.0,5.82,9.64,6.181328,
1772,07/1991,,143.7,142.3,,,,,1063.0,5.82,9.5,6.181328,
1771,07/1991,,143.7,142.3,,,,,1063.0,5.82,9.54,6.181328,
1769,07/1991,,143.7,142.3,,,,,1063.0,5.82,9.62,6.181328,
1824,07/1992,,147.0,147.6,,,,,1139.0,3.25,8.08,5.837651,
1821,07/1992,,147.0,147.6,,,,,1139.0,3.25,8.29,5.837651,
1822,07/1992,,147.0,147.6,,,,,1139.0,3.25,8.13,5.837651,
1825,07/1992,,147.0,147.6,,,,,1139.0,3.25,8.05,5.837651,
1823,07/1992,,147.0,147.6,,,,,1139.0,3.25,8.09,5.837651,
1873,07/1993,,150.4,152.3,,,,,1254.0,3.06,7.23,5.700123,
1874,07/1993,,150.4,152.3,,,,,1254.0,3.06,7.19,5.700123,
1877,07/1993,,150.4,152.3,,,,,1254.0,3.06,7.25,5.700123,
1876,07/1993,,150.4,152.3,,,,,1254.0,3.06,7.2,5.700123,
1875,07/1993,,150.4,152.3,,,,,1254.0,3.06,7.16,5.700123,
1926,07/1994,,153.9,156.7,,,,,1439.0,4.26,8.68,5.551088,
1928,07/1994,,153.9,156.7,,,,,1439.0,4.26,8.53,5.551088,
1927,07/1994,,153.9,156.7,,,,,1439.0,4.26,8.72,5.551088,
1925,07/1994,,153.9,156.7,,,,,1439.0,4.26,8.57,5.551088,
1929,07/1994,,153.9,156.7,,,,,1439.0,4.26,8.57,5.551088,
1981,07/1995,,157.9,161.4,,,,,1461.0,5.85,7.79,5.662631,
1979,07/1995,,157.9,161.4,,,,,1461.0,5.85,7.41,5.662631,
1980,07/1995,,157.9,161.4,,,,,1461.0,5.85,7.6,5.662631,
1978,07/1995,,157.9,161.4,,,,,1461.0,5.85,7.63,5.662631,
2033,07/1996,,162.2,165.7,,,,,1472.0,5.4,8.19,5.602688,
2032,07/1996,,162.2,165.7,,,,,1472.0,5.4,8.23,5.602688,
2031,07/1996,,162.2,165.7,,,,,1472.0,5.4,8.42,5.602688,
2030,07/1996,,162.2,165.7,,,,,1472.0,5.4,8.14,5.602688,
2082,07/1997,,166.8,169.7,,,,,1437.0,5.52,7.62,5.619572,
2085,07/1997,,166.8,169.7,,,,,1437.0,5.52,7.43,5.619572,
2084,07/1997,,166.8,169.7,,,,,1437.0,5.52,7.47,5.619572,
2083,07/1997,,166.8,169.7,,,,,1437.0,5.52,7.47,5.619572,
2136,07/1998,,172.2,173.5,,,,,1698.0,5.54,6.94,5.465615,
2134,07/1998,,172.2,173.5,,,,,1698.0,5.54,6.98,5.465615,
2137,07/1998,,172.2,173.5,,,,,1698.0,5.54,6.96,5.465615,
2135,07/1998,,172.2,173.5,,,,,1698.0,5.54,6.91,5.465615,
2138,07/1998,,172.2,173.5,,,,,1698.0,5.54,6.97,5.465615,
2187,07/1999,,177.5,177.1,,,,,1669.0,4.99,7.65,5.56638,
2190,07/1999,,177.5,177.1,,,,,1669.0,4.99,7.7,5.56638,
2188,07/1999,,177.5,177.1,,,,,1669.0,4.99,7.58,5.56638,
2189,07/1999,,177.5,177.1,,,,,1669.0,4.99,7.52,5.56638,
2186,07/1999,,177.5,177.1,,,,,1669.0,4.99,7.71,5.56638,
28,07/2000,132113.0,183.9,181.5,,,,,1463.0,6.54,8.21,5.654453,
26,07/2000,132113.0,183.9,181.5,,,,,1463.0,6.54,8.16,5.654453,
27,07/2000,132113.0,183.9,181.5,,,,,1463.0,6.54,8.09,5.654453,
29,07/2000,132113.0,183.9,181.5,,,,,1463.0,6.54,8.13,5.654453,
79,07/2001,141871.0,192.3,186.4,,,,,1670.0,3.77,7.21,5.756607,
81,07/2001,141871.0,192.3,186.4,,,,,1670.0,3.77,7.03,5.756607,
80,07/2001,141871.0,192.3,186.4,,,,,1670.0,3.77,7.08,5.756607,
78,07/2001,141871.0,192.3,186.4,,,,,1670.0,3.77,7.19,5.756607,
133,07/2002,151491.0,199.8,190.5,,,,,1655.0,1.73,6.34,5.808071,
132,07/2002,151491.0,199.8,190.5,,,,,1655.0,1.73,6.49,5.808071,
131,07/2002,151491.0,199.8,190.5,,,,,1655.0,1.73,6.54,5.808071,
130,07/2002,151491.0,199.8,190.5,,,,,1655.0,1.73,6.57,5.808071,
184,07/2003,163018.0,205.6,193.4,,,,,1897.0,1.01,5.67,5.770361,
183,07/2003,163018.0,205.6,193.4,,,,,1897.0,1.01,5.52,5.770361,
185,07/2003,163018.0,205.6,193.4,,,,,1897.0,1.01,5.94,5.770361,
182,07/2003,163018.0,205.6,193.4,,,,,1897.0,1.01,5.4,5.770361,
237,07/2004,178675.0,211.2,196.8,,,,,2002.0,1.26,5.98,5.922967,
236,07/2004,178675.0,211.2,196.8,,,,,2002.0,1.26,6.0,5.922967,
238,07/2004,178675.0,211.2,196.8,,,,,2002.0,1.26,6.08,5.922967,
234,07/2004,178675.0,211.2,196.8,,,,,2002.0,1.26,6.21,5.922967,
235,07/2004,178675.0,211.2,196.8,,,,,2002.0,1.26,6.01,5.922967,
289,07/2005,199768.0,217.5,200.9,,,,,2054.0,3.26,5.73,6.403871,
287,07/2005,199768.0,217.5,200.9,,,,,2054.0,3.26,5.62,6.403871,
290,07/2005,199768.0,217.5,200.9,,,,,2054.0,3.26,5.77,6.403871,
288,07/2005,199768.0,217.5,200.9,,,,,2054.0,3.26,5.66,6.403871,
341,07/2006,217206.0,225.2,206.3,,,,,1737.0,5.24,6.8,6.848394,
342,07/2006,217206.0,225.2,206.3,,,,,1737.0,5.24,6.72,6.848394,
339,07/2006,217206.0,225.2,206.3,,,,,1737.0,5.24,6.79,6.848394,
340,07/2006,217206.0,225.2,206.3,,,,,1737.0,5.24,6.74,6.848394,
391,07/2007,217421.0,234.732,210.773,,,,,1354.0,5.26,6.63,7.086436,
394,07/2007,217421.0,234.732,210.773,,,,,1354.0,5.26,6.69,7.086436,
393,07/2007,217421.0,234.732,210.773,,,,,1354.0,5.26,6.73,7.086436,
392,07/2007,217421.0,234.732,210.773,,,,,1354.0,5.26,6.73,7.086436,
447,07/2008,202282.0,243.367,215.965,,,,,923.0,2.01,6.52,6.965083,
445,07/2008,202282.0,243.367,215.965,,,,,923.0,2.01,6.26,6.965083,
444,07/2008,202282.0,243.367,215.965,,,,,923.0,2.01,6.37,6.965083,
443,07/2008,202282.0,243.367,215.965,,,,,923.0,2.01,6.35,6.965083,
446,07/2008,202282.0,243.367,215.965,,,,,923.0,2.01,6.63,6.965083,
498,07/2009,182899.0,248.994,219.263,,,,,594.0,0.16,5.2,6.66387,
497,07/2009,182899.0,248.994,219.263,,,,,594.0,0.16,5.14,6.66387,
496,07/2009,182899.0,248.994,219.263,,,,,594.0,0.16,5.2,6.66387,
499,07/2009,182899.0,248.994,219.263,,,,,594.0,0.16,5.25,6.66387,
495,07/2009,182899.0,248.994,219.263,,,,,594.0,0.16,5.32,6.66387,
548,07/2010,178801.0,249.126,221.363,,,,,546.0,0.18,4.57,6.07835,
551,07/2010,178801.0,249.126,221.363,,,,,546.0,0.18,4.54,6.07835,
547,07/2010,178801.0,249.126,221.363,,,,,546.0,0.18,4.58,6.07835,
550,07/2010,178801.0,249.126,221.363,,,,,546.0,0.18,4.56,6.07835,
549,07/2010,178801.0,249.126,221.363,,,,,546.0,0.18,4.57,6.07835,
603,07/2011,167553.0,253.085,225.218,,,,,623.0,0.07,4.55,5.560286,
600,07/2011,167553.0,253.085,225.218,,,,,623.0,0.07,4.6,5.560286,
602,07/2011,167553.0,253.085,225.218,,,,,623.0,0.07,4.52,5.560286,
601,07/2011,167553.0,253.085,225.218,,,,,623.0,0.07,4.51,5.560286,
653,07/2012,166601.0,260.107,229.97,,,,,740.0,0.16,3.56,5.14576,
655,07/2012,166601.0,260.107,229.97,,,,,740.0,0.16,3.49,5.14576,
654,07/2012,166601.0,260.107,229.97,,,,,740.0,0.16,3.53,5.14576,
652,07/2012,166601.0,260.107,229.97,,,,,740.0,0.16,3.62,5.14576,
704,07/2013,178319.0,267.482,233.88,,,,,880.0,0.09,4.29,4.871036,
705,07/2013,178319.0,267.482,233.88,,,,,880.0,0.09,4.51,4.871036,
707,07/2013,178319.0,267.482,233.88,,,,,880.0,0.09,4.31,4.871036,
706,07/2013,178319.0,267.482,233.88,,,,,880.0,0.09,4.37,4.871036,
759,07/2014,189716.0,276.248,238.195,,,,,1085.0,0.09,4.13,4.593134,
758,07/2014,189716.0,276.248,238.195,,,,,1085.0,0.09,4.13,4.593134,
757,07/2014,189716.0,276.248,238.195,,,,,1085.0,0.09,4.15,4.593134,
756,07/2014,189716.0,276.248,238.195,,,,,1085.0,0.09,4.12,4.593134,
760,07/2014,189716.0,276.248,238.195,,,,,1085.0,0.09,4.12,4.593134,
812,07/2015,198280.0,286.09,242.565,,,,,1146.0,0.13,3.98,4.445439,
811,07/2015,198280.0,286.09,242.565,,,,,1146.0,0.13,4.04,4.445439,
810,07/2015,198280.0,286.09,242.565,,,,,1146.0,0.13,4.09,4.445439,
809,07/2015,198280.0,286.09,242.565,,,,,1146.0,0.13,4.04,4.445439,
808,07/2015,198280.0,286.09,242.565,,,,,1146.0,0.13,4.08,4.445439,
864,07/2016,208863.0,296.862,247.829,,,,,1239.0,0.39,3.48,4.411098,
863,07/2016,208863.0,296.862,247.829,,,,,1239.0,0.39,3.45,4.411098,
862,07/2016,208863.0,296.862,247.829,,,,,1239.0,0.39,3.42,4.411098,
861,07/2016,208863.0,296.862,247.829,,,,,1239.0,0.39,3.41,4.411098,
914,07/2017,221711.0,308.173,251.985,,,,,1206.0,1.15,4.03,4.250093,
916,07/2017,221711.0,308.173,251.985,,,,,1206.0,1.15,3.92,4.250093,
915,07/2017,221711.0,308.173,251.985,,,,,1206.0,1.15,3.96,4.250093,
913,07/2017,221711.0,308.173,251.985,,,,,1206.0,1.15,3.96,4.250093,
968,07/2018,236376.0,319.351,257.848,,,,,1199.0,1.91,4.54,4.147701,
967,07/2018,236376.0,319.351,257.848,,,,,1199.0,1.91,4.52,4.147701,
966,07/2018,236376.0,319.351,257.848,,,,,1199.0,1.91,4.53,4.147701,
965,07/2018,236376.0,319.351,257.848,,,,,1199.0,1.91,4.52,4.147701,
1017,07/2019,246620.0,331.605,263.491,,,,,1232.0,2.4,3.75,4.153077,
1020,07/2019,246620.0,331.605,263.491,,,,,1232.0,2.4,3.75,4.153077,
1019,07/2019,246620.0,331.605,263.491,,,,,1232.0,2.4,3.81,4.153077,
1018,07/2019,246620.0,331.605,263.491,,,,,1232.0,2.4,3.75,4.153077,
1073,07/2020,257473.0,341.95,267.552,,,,,1510.0,0.09,2.99,3.871562,28.5
1069,07/2020,257473.0,341.95,267.552,,,,,1510.0,0.09,3.07,3.871562,28.5
1070,07/2020,257473.0,341.95,267.552,,,,,1510.0,0.09,3.03,3.871562,28.5
1072,07/2020,257473.0,341.95,267.552,,,,,1510.0,0.09,3.01,3.871562,28.5
1071,07/2020,257473.0,341.95,267.552,,,,,1510.0,0.09,2.98,3.871562,28.5
1125,07/2021,301414.0,348.469,278.794,,,,,1573.0,0.1,2.8,3.8036,14.6
1121,07/2021,301414.0,348.469,278.794,,,,,1573.0,0.1,2.98,3.8036,14.6
1122,07/2021,301414.0,348.469,278.794,,,,,1573.0,0.1,2.9,3.8036,14.6
1124,07/2021,301414.0,348.469,278.794,,,,,1573.0,0.1,2.78,3.8036,14.6
1123,07/2021,301414.0,348.469,278.794,,,,,1573.0,0.1,2.88,3.8036,14.6
2219,07/2022,,,,,,,,,,5.51,,
2218,07/2022,,,,,,,,,,5.3,,
1200,08/1980,,81.6,81.3,,,,,1436.0,9.61,12.25,,
1203,08/1980,,81.6,81.3,,,,,1436.0,9.61,12.95,,
1199,08/1980,,81.6,81.3,,,,,1436.0,9.61,12.25,,
1201,08/1980,,81.6,81.3,,,,,1436.0,9.61,12.55,,
1202,08/1980,,81.6,81.3,,,,,1436.0,9.61,12.8,,
1253,08/1981,,88.8,90.7,,,,,940.0,17.82,17.27,,
1254,08/1981,,88.8,90.7,,,,,940.0,17.82,17.26,,
1255,08/1981,,88.8,90.7,,,,,940.0,17.82,17.48,,
1252,08/1981,,88.8,90.7,,,,,940.0,17.82,17.13,,
1304,08/1982,,95.5,97.1,,,,,1046.0,10.12,16.55,,
1305,08/1982,,95.5,97.1,,,,,1046.0,10.12,16.44,,
1306,08/1982,,95.5,97.1,,,,,1046.0,10.12,16.21,,
1307,08/1982,,95.5,97.1,,,,,1046.0,10.12,15.88,,
1356,08/1983,,100.6,100.1,,,,,1910.0,9.56,13.73,,
1357,08/1983,,100.6,100.1,,,,,1910.0,9.56,13.84,,
1359,08/1983,,100.6,100.1,,,,,1910.0,9.56,13.78,,
1358,08/1983,,100.6,100.1,,,,,1910.0,9.56,13.89,,
1412,08/1984,,106.1,105.4,,,,,1586.0,11.64,14.38,,
1411,08/1984,,106.1,105.4,,,,,1586.0,11.64,14.36,,
1410,08/1984,,106.1,105.4,,,,,1586.0,11.64,14.39,,
1409,08/1984,,106.1,105.4,,,,,1586.0,11.64,14.54,,
1408,08/1984,,106.1,105.4,,,,,1586.0,11.64,14.68,,
1460,08/1985,,112.6,109.8,,,,,1743.0,7.9,12.17,,
1464,08/1985,,112.6,109.8,,,,,1743.0,7.9,12.11,,
1462,08/1985,,112.6,109.8,,,,,1743.0,7.9,12.24,,
1463,08/1985,,112.6,109.8,,,,,1743.0,7.9,12.18,,
1461,08/1985,,112.6,109.8,,,,,1743.0,7.9,12.23,,
1512,08/1986,,119.0,114.2,,,,,1807.0,6.17,10.4,,
1513,08/1986,,119.0,114.2,,,,,1807.0,6.17,10.4,,
1514,08/1986,,119.0,114.2,,,,,1807.0,6.17,10.23,,
1515,08/1986,,119.0,114.2,,,,,1807.0,6.17,10.04,,
1516,08/1986,,119.0,114.2,,,,,1807.0,6.17,9.93,,
1566,08/1987,,123.8,118.7,,,,,1605.0,6.73,10.34,,
1567,08/1987,,123.8,118.7,,,,,1605.0,6.73,10.3,,
1568,08/1987,,123.8,118.7,,,,,1605.0,6.73,10.33,,
1565,08/1987,,123.8,118.7,,,,,1605.0,6.73,10.35,,
1617,08/1988,,128.4,124.0,,,,,1493.0,8.01,10.44,,
1620,08/1988,,128.4,124.0,,,,,1493.0,8.01,10.67,,
1618,08/1988,,128.4,124.0,,,,,1493.0,8.01,10.57,,
1619,08/1988,,128.4,124.0,,,,,1493.0,8.01,10.71,,
1669,08/1989,,133.5,129.5,,,,,1332.0,8.99,9.68,,
1672,08/1989,,133.5,129.5,,,,,1332.0,8.99,10.21,,
1671,08/1989,,133.5,129.5,,,,,1332.0,8.99,10.09,,
1670,08/1989,,133.5,129.5,,,,,1332.0,8.99,9.96,,
1725,08/1990,,139.4,136.6,,,,,1115.0,8.13,10.24,,
1721,08/1990,,139.4,136.6,,,,,1115.0,8.13,9.84,,
1724,08/1990,,139.4,136.6,,,,,1115.0,8.13,10.29,,
1722,08/1990,,139.4,136.6,,,,,1115.0,8.13,10.08,,
1723,08/1990,,139.4,136.6,,,,,1115.0,8.13,10.05,,
1775,08/1991,,143.7,142.9,,,,,1049.0,5.66,9.19,,
1774,08/1991,,143.7,142.9,,,,,1049.0,5.66,9.27,,
1777,08/1991,,143.7,142.9,,,,,1049.0,5.66,9.15,,
1776,08/1991,,143.7,142.9,,,,,1049.0,5.66,9.17,,
1773,08/1991,,143.7,142.9,,,,,1049.0,5.66,9.44,,
1828,08/1992,,147.0,147.9,,,,,1226.0,3.3,7.87,,
1826,08/1992,,147.0,147.9,,,,,1226.0,3.3,8.06,,
1827,08/1992,,147.0,147.9,,,,,1226.0,3.3,7.96,,
1829,08/1992,,147.0,147.9,,,,,1226.0,3.3,8.01,,
1881,08/1993,,150.8,152.8,,,,,1300.0,3.03,6.97,,
1880,08/1993,,150.8,152.8,,,,,1300.0,3.03,7.1,,
1879,08/1993,,150.8,152.8,,,,,1300.0,3.03,7.17,,
1878,08/1993,,150.8,152.8,,,,,1300.0,3.03,7.21,,
1931,08/1994,,154.5,157.1,,,,,1450.0,4.47,8.57,,
1932,08/1994,,154.5,157.1,,,,,1450.0,4.47,8.54,,
1933,08/1994,,154.5,157.1,,,,,1450.0,4.47,8.56,,
1930,08/1994,,154.5,157.1,,,,,1450.0,4.47,8.38,,
1983,08/1995,,158.2,161.8,,,,,1416.0,5.74,7.8,,
1985,08/1995,,158.2,161.8,,,,,1416.0,5.74,7.88,,
1984,08/1995,,158.2,161.8,,,,,1416.0,5.74,7.94,,
1982,08/1995,,158.2,161.8,,,,,1416.0,5.74,7.82,,
2038,08/1996,,162.5,166.0,,,,,1557.0,5.22,8.09,,
2036,08/1996,,162.5,166.0,,,,,1557.0,5.22,7.88,,
2035,08/1996,,162.5,166.0,,,,,1557.0,5.22,7.88,,
2037,08/1996,,162.5,166.0,,,,,1557.0,5.22,7.93,,
2034,08/1996,,162.5,166.0,,,,,1557.0,5.22,8.23,,
2086,08/1997,,167.3,169.8,,,,,1390.0,5.54,7.36,,
2087,08/1997,,167.3,169.8,,,,,1390.0,5.54,7.46,,
2089,08/1997,,167.3,169.8,,,,,1390.0,5.54,7.46,,
2090,08/1997,,167.3,169.8,,,,,1390.0,5.54,7.58,,
2088,08/1997,,167.3,169.8,,,,,1390.0,5.54,7.54,,
2139,08/1998,,172.8,174.0,,,,,1614.0,5.55,6.94,,
2140,08/1998,,172.8,174.0,,,,,1614.0,5.55,6.91,,
2142,08/1998,,172.8,174.0,,,,,1614.0,5.55,6.92,,
2141,08/1998,,172.8,174.0,,,,,1614.0,5.55,6.92,,
2191,08/1999,,177.9,177.3,,,,,1648.0,5.07,7.89,,
2193,08/1999,,177.9,177.3,,,,,1648.0,5.07,7.93,,
2194,08/1999,,177.9,177.3,,,,,1648.0,5.07,7.8,,
2192,08/1999,,177.9,177.3,,,,,1648.0,5.07,8.15,,
30,08/2000,132927.0,184.6,181.9,,,,,1541.0,6.5,8.12,,
32,08/2000,132927.0,184.6,181.9,,,,,1541.0,6.5,7.96,,
